Number,Date-Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
1161,23.06.2024 05:00:00,"19,38","0,11","0,21","1479,92"
1162,23.06.2024 07:00:00,"19,20","0,11","0,21","1479,35"
1163,23.06.2024 09:00:00,"19,05","0,10","0,19","1478,87"
1164,23.06.2024 11:00:00,"19,02","0,10","0,19","1478,77"
1165,23.06.2024 13:00:00,"19,29","0,10","0,19","1479,62"
1166,23.06.2024 15:00:00,"19,50","0,10","0,19","1480,28"
1167,23.06.2024 17:00:00,"19,56","0,11","0,21","1480,48"
1168,23.06.2024 19:00:00,"19,62","0,10","0,19","1480,65"
1169,23.06.2024 21:00:00,"19,62","0,10","0,19","1480,65"
1170,23.06.2024 23:00:00,"19,64","0,10","0,19","1480,74"
1171,24.06.2024 01:00:00,"19,64","0,10","0,19","1480,74"
1172,24.06.2024 03:00:00,"19,62","0,11","0,21","1480,66"
1173,24.06.2024 05:00:00,"19,56","0,11","0,21","1480,48"
1174,24.06.2024 07:00:00,"19,53","0,11","0,21","1480,38"
1175,24.06.2024 09:00:00,"19,53","0,11","0,21","1480,38"
1176,24.06.2024 11:00:00,"19,53","0,11","0,21","1480,38"
1177,24.06.2024 13:00:00,"19,53","0,11","0,21","1480,38"
1178,24.06.2024 15:00:00,"19,56","0,11","0,21","1480,48"
1179,24.06.2024 17:00:00,"19,62","0,11","0,21","1480,66"
1180,24.06.2024 19:00:00,"19,67","0,10","0,19","1480,83"
1181,24.06.2024 21:00:00,"19,70","0,11","0,21","1480,94"
1182,24.06.2024 23:00:00,"19,73","0,11","0,21","1481,04"
1183,25.06.2024 01:00:00,"19,73","0,10","0,19","1481,02"
1184,25.06.2024 03:00:00,"19,73","0,10","0,19","1481,02"
1185,25.06.2024 05:00:00,"19,76","0,11","0,21","1481,13"
1186,25.06.2024 07:00:00,"19,73","0,10","0,19","1481,02"
1187,25.06.2024 09:00:00,"19,70","0,10","0,19","1480,93"
1188,25.06.2024 11:00:00,"19,67","0,11","0,21","1480,85"
1189,25.06.2024 13:00:00,"19,67","0,10","0,19","1480,83"
1190,25.06.2024 15:00:00,"19,70","0,11","0,21","1480,94"
1191,25.06.2024 17:00:00,"19,76","0,10","0,19","1481,11"
1192,25.06.2024 19:00:00,"19,76","0,10","0,19","1481,11"
1193,25.06.2024 21:00:00,"19,79","0,11","0,21","1481,22"
1194,25.06.2024 23:00:00,"19,79","0,11","0,21","1481,22"
1195,26.06.2024 01:00:00,"19,79","0,11","0,21","1481,22"
1196,26.06.2024 03:00:00,"19,76","0,11","0,21","1481,13"
1197,26.06.2024 05:00:00,"19,73","0,11","0,21","1481,04"
1198,26.06.2024 07:00:00,"19,70","0,11","0,21","1480,94"
1199,26.06.2024 09:00:00,"19,70","0,11","0,21","1480,94"
1200,26.06.2024 11:00:00,"19,73","0,11","0,21","1481,04"
1201,26.06.2024 13:00:00,"19,76","0,10","0,19","1481,11"
1202,26.06.2024 15:00:00,"19,79","0,11","0,21","1481,22"
1203,26.06.2024 17:00:00,"19,88","0,11","0,21","1481,50"
1204,26.06.2024 19:00:00,"19,94","0,10","0,19","1481,67"
1205,26.06.2024 21:00:00,"20,00","0,11","0,21","1481,86"
1206,26.06.2024 23:00:00,"20,03","0,11","0,21","1481,96"
1207,27.06.2024 01:00:00,"20,06","0,11","0,21","1482,05"
1208,27.06.2024 03:00:00,"20,06","0,10","0,19","1482,03"
1209,27.06.2024 05:00:00,"20,06","0,11","0,21","1482,05"
1210,27.06.2024 07:00:00,"20,09","0,10","0,19","1482,13"
1211,27.06.2024 09:00:00,"20,06","0,11","0,21","1482,05"
1212,27.06.2024 11:00:00,"20,03","0,11","0,21","1481,96"
1213,27.06.2024 13:00:00,"20,03","0,10","0,19","1481,94"
1214,27.06.2024 15:00:00,"20,06","0,10","0,19","1482,03"
1215,27.06.2024 17:00:00,"20,09","0,11","0,21","1482,14"
1216,27.06.2024 19:00:00,"20,15","0,10","0,19","1482,31"
1217,27.06.2024 21:00:00,"20,15","0,11","0,21","1482,32"
1218,27.06.2024 23:00:00,"20,15","0,10","0,19","1482,31"
1219,28.06.2024 01:00:00,"20,15","0,11","0,21","1482,32"
1220,28.06.2024 03:00:00,"20,12","0,11","0,21","1482,23"
1221,28.06.2024 05:00:00,"20,03","0,11","0,21","1481,96"
1222,28.06.2024 07:00:00,"19,91","0,11","0,21","1481,59"
1223,28.06.2024 09:00:00,"19,82","0,10","0,19","1481,30"
1224,28.06.2024 11:00:00,"19,76","0,10","0,19","1481,11"
1225,28.06.2024 13:00:00,"19,73","0,10","0,19","1481,02"
1226,28.06.2024 15:00:00,"19,70","0,10","0,19","1480,93"
1227,28.06.2024 17:00:00,"19,70","0,10","0,19","1480,93"
1228,28.06.2024 19:00:00,"19,67","0,11","0,21","1480,85"
1229,28.06.2024 21:00:00,"19,67","0,10","0,19","1480,83"
1230,28.06.2024 23:00:00,"19,47","0,11","0,21","1480,20"
1231,29.06.2024 01:00:00,"19,23","0,11","0,21","1479,45"
1232,29.06.2024 03:00:00,"18,99","0,12","0,21","1478,69"
1233,29.06.2024 05:00:00,"18,90","0,12","0,21","1478,41"
1234,29.06.2024 07:00:00,"18,81","0,12","0,21","1478,12"
1235,29.06.2024 09:00:00,"18,87","0,12","0,21","1478,31"
1236,29.06.2024 11:00:00,"19,02","0,12","0,21","1478,79"
1237,29.06.2024 13:00:00,"19,14","0,11","0,21","1479,17"
1238,29.06.2024 15:00:00,"19,05","0,10","0,19","1478,87"
1239,29.06.2024 17:00:00,"18,99","0,10","0,19","1478,68"
1240,29.06.2024 19:00:00,"18,87","0,13","0,24","1478,33"
1241,29.06.2024 21:00:00,"18,81","0,12","0,21","1478,12"
1242,29.06.2024 23:00:00,"18,99","0,12","0,21","1478,69"
1243,30.06.2024 01:00:00,"19,11","0,10","0,19","1479,06"
1244,30.06.2024 03:00:00,"19,05","0,10","0,19","1478,87"
1245,30.06.2024 05:00:00,"19,17","0,10","0,19","1479,25"
1246,30.06.2024 07:00:00,"19,38","0,10","0,19","1479,90"
1247,30.06.2024 09:00:00,"19,67","0,11","0,21","1480,85"
1248,30.06.2024 11:00:00,"20,03","0,11","0,21","1481,96"
1249,30.06.2024 13:00:00,"20,09","0,11","0,21","1482,14"
1250,30.06.2024 15:00:00,"20,09","0,10","0,19","1482,13"
1251,30.06.2024 17:00:00,"20,09","0,10","0,19","1482,13"
1252,30.06.2024 19:00:00,"20,09","0,11","0,21","1482,14"
1253,30.06.2024 21:00:00,"20,09","0,11","0,21","1482,14"
1254,30.06.2024 23:00:00,"20,06","0,10","0,19","1482,03"
1255,01.07.2024 01:00:00,"20,03","0,10","0,19","1481,94"
1256,01.07.2024 03:00:00,"20,00","0,10","0,19","1481,85"
1257,01.07.2024 05:00:00,"20,03","0,11","0,21","1481,96"
1258,01.07.2024 07:00:00,"20,03","0,11","0,21","1481,96"
1259,01.07.2024 09:00:00,"20,03","0,10","0,19","1481,94"
1260,01.07.2024 11:00:00,"20,00","0,11","0,21","1481,86"
1261,01.07.2024 13:00:00,"19,97","0,10","0,19","1481,76"
1262,01.07.2024 15:00:00,"20,00","0,10","0,19","1481,85"
1263,01.07.2024 17:00:00,"20,03","0,11","0,21","1481,96"
1264,01.07.2024 19:00:00,"20,00","0,11","0,21","1481,86"
1265,01.07.2024 21:00:00,"19,97","0,11","0,21","1481,77"
1266,01.07.2024 23:00:00,"19,94","0,11","0,21","1481,68"
1267,02.07.2024 01:00:00,"19,97","0,11","0,21","1481,77"
1268,02.07.2024 03:00:00,"19,94","0,11","0,21","1481,68"
1269,02.07.2024 05:00:00,"19,94","0,11","0,21","1481,68"
1270,02.07.2024 07:00:00,"19,91","0,10","0,19","1481,57"
1271,02.07.2024 09:00:00,"19,91","0,11","0,21","1481,59"
1272,02.07.2024 11:00:00,"19,91","0,11","0,21","1481,59"
1273,02.07.2024 13:00:00,"19,91","0,11","0,21","1481,59"
1274,02.07.2024 15:00:00,"19,91","0,11","0,21","1481,59"
1275,02.07.2024 17:00:00,"19,91","0,10","0,19","1481,57"
1276,02.07.2024 19:00:00,"19,94","0,10","0,19","1481,67"
1277,02.07.2024 21:00:00,"19,97","0,11","0,21","1481,77"
1278,02.07.2024 23:00:00,"19,97","0,10","0,19","1481,76"
1279,03.07.2024 01:00:00,"19,97","0,10","0,19","1481,76"
1280,03.07.2024 03:00:00,"19,97","0,11","0,21","1481,77"
1281,03.07.2024 05:00:00,"20,00","0,11","0,21","1481,86"
1282,03.07.2024 07:00:00,"20,03","0,11","0,21","1481,96"
1283,03.07.2024 09:00:00,"20,03","0,10","0,19","1481,94"
1284,03.07.2024 11:00:00,"20,03","0,11","0,21","1481,96"
1285,03.07.2024 13:00:00,"20,03","0,10","0,19","1481,94"
1286,03.07.2024 15:00:00,"20,09","0,10","0,19","1482,13"
1287,03.07.2024 17:00:00,"20,12","0,11","0,21","1482,23"
1288,03.07.2024 19:00:00,"20,12","0,11","0,21","1482,23"
1289,03.07.2024 21:00:00,"20,12","0,11","0,21","1482,23"
1290,03.07.2024 23:00:00,"20,15","0,10","0,19","1482,31"
1291,04.07.2024 01:00:00,"20,15","0,11","0,21","1482,32"
1292,04.07.2024 03:00:00,"20,12","0,10","0,19","1482,22"
1293,04.07.2024 05:00:00,"20,09","0,11","0,21","1482,14"
1294,04.07.2024 07:00:00,"20,09","0,10","0,19","1482,13"
1295,04.07.2024 09:00:00,"20,09","0,11","0,21","1482,14"
1296,04.07.2024 11:00:00,"20,12","0,10","0,19","1482,22"
1297,04.07.2024 13:00:00,"20,09","0,10","0,19","1482,13"
1298,04.07.2024 15:00:00,"20,09","0,11","0,21","1482,14"
1299,04.07.2024 17:00:00,"20,12","0,10","0,19","1482,22"
1300,04.07.2024 19:00:00,"20,15","0,11","0,21","1482,32"
1301,04.07.2024 21:00:00,"20,18","0,11","0,21","1482,41"
1302,04.07.2024 23:00:00,"20,15","0,11","0,21","1482,32"
1303,05.07.2024 01:00:00,"20,15","0,10","0,19","1482,31"
1304,05.07.2024 03:00:00,"20,15","0,11","0,21","1482,32"
1305,05.07.2024 05:00:00,"20,15","0,10","0,19","1482,31"
1306,05.07.2024 07:00:00,"20,15","0,11","0,21","1482,32"
1307,05.07.2024 09:00:00,"20,09","0,11","0,21","1482,14"
1308,05.07.2024 11:00:00,"20,06","0,11","0,21","1482,05"
1309,05.07.2024 13:00:00,"20,09","0,11","0,21","1482,14"
1310,05.07.2024 15:00:00,"20,15","0,10","0,19","1482,31"
1311,05.07.2024 17:00:00,"20,15","0,11","0,21","1482,32"
1312,05.07.2024 19:00:00,"20,12","0,10","0,19","1482,22"
1313,05.07.2024 21:00:00,"20,15","0,11","0,21","1482,32"
1314,05.07.2024 23:00:00,"20,15","0,11","0,21","1482,32"
1315,06.07.2024 01:00:00,"20,15","0,11","0,21","1482,32"
1316,06.07.2024 03:00:00,"20,15","0,10","0,19","1482,31"
1317,06.07.2024 05:00:00,"20,12","0,10","0,19","1482,22"
1318,06.07.2024 07:00:00,"20,09","0,10","0,19","1482,13"
1319,06.07.2024 09:00:00,"20,06","0,11","0,21","1482,05"
1320,06.07.2024 11:00:00,"20,06","0,11","0,21","1482,05"
1321,06.07.2024 13:00:00,"20,03","0,11","0,21","1481,96"
1322,06.07.2024 15:00:00,"20,00","0,11","0,21","1481,86"
1323,06.07.2024 17:00:00,"20,06","0,11","0,21","1482,05"
1324,06.07.2024 19:00:00,"20,15","0,11","0,21","1482,32"
1325,06.07.2024 21:00:00,"20,15","0,11","0,21","1482,32"
1326,06.07.2024 23:00:00,"20,15","0,11","0,21","1482,32"
1327,07.07.2024 01:00:00,"20,15","0,11","0,21","1482,32"
1328,07.07.2024 03:00:00,"20,15","0,10","0,19","1482,31"
1329,07.07.2024 05:00:00,"20,18","0,11","0,21","1482,41"
1330,07.07.2024 07:00:00,"20,12","0,11","0,21","1482,23"
1331,07.07.2024 09:00:00,"20,06","0,10","0,19","1482,03"
1332,07.07.2024 11:00:00,"20,03","0,11","0,21","1481,96"
1333,07.07.2024 13:00:00,"20,06","0,10","0,19","1482,03"
1334,07.07.2024 15:00:00,"20,09","0,10","0,19","1482,13"
1335,07.07.2024 17:00:00,"20,12","0,10","0,19","1482,22"
1336,07.07.2024 19:00:00,"20,15","0,10","0,19","1482,31"
1337,07.07.2024 21:00:00,"20,18","0,10","0,19","1482,40"
1338,07.07.2024 23:00:00,"20,27","0,11","0,21","1482,69"
1339,08.07.2024 01:00:00,"20,32","0,11","0,21","1482,87"
1340,08.07.2024 03:00:00,"20,35","0,11","0,21","1482,96"
1341,08.07.2024 05:00:00,"20,35","0,11","0,21","1482,96"
1342,08.07.2024 07:00:00,"20,35","0,10","0,19","1482,95"
1343,08.07.2024 09:00:00,"20,32","0,11","0,21","1482,87"
1344,08.07.2024 11:00:00,"20,32","0,11","0,21","1482,87"
1345,08.07.2024 13:00:00,"20,32","0,11","0,21","1482,87"
1346,08.07.2024 15:00:00,"20,29","0,11","0,21","1482,78"
1347,08.07.2024 17:00:00,"20,38","0,11","0,21","1483,05"
1348,08.07.2024 19:00:00,"20,50","0,11","0,21","1483,41"
1349,08.07.2024 21:00:00,"20,44","0,10","0,19","1483,22"
1350,08.07.2024 23:00:00,"20,21","0,10","0,19","1482,49"
1351,09.07.2024 01:00:00,"20,03","0,11","0,21","1481,96"
1352,09.07.2024 03:00:00,"19,94","0,11","0,21","1481,68"
1353,09.07.2024 05:00:00,"19,79","0,11","0,21","1481,22"
1354,09.07.2024 07:00:00,"19,76","0,10","0,19","1481,11"
1355,09.07.2024 09:00:00,"19,85","0,10","0,19","1481,39"
1356,09.07.2024 11:00:00,"20,09","0,10","0,19","1482,13"
1357,09.07.2024 13:00:00,"20,32","0,11","0,21","1482,87"
1358,09.07.2024 15:00:00,"20,53","0,11","0,21","1483,50"
1359,09.07.2024 17:00:00,"20,74","0,11","0,21","1484,14"
1360,09.07.2024 19:00:00,"20,88","0,11","0,21","1484,58"
1361,09.07.2024 21:00:00,"21,00","0,11","0,21","1484,94"
1362,09.07.2024 23:00:00,"21,12","0,10","0,19","1485,28"
1363,10.07.2024 01:00:00,"21,15","0,10","0,19","1485,37"
1364,10.07.2024 03:00:00,"21,15","0,10","0,19","1485,37"
1365,10.07.2024 05:00:00,"21,12","0,10","0,19","1485,28"
1366,10.07.2024 07:00:00,"21,09","0,10","0,19","1485,19"
1367,10.07.2024 09:00:00,"21,12","0,10","0,19","1485,28"
1368,10.07.2024 11:00:00,"21,06","0,10","0,19","1485,10"
1369,10.07.2024 13:00:00,"21,00","0,11","0,21","1484,94"
1370,10.07.2024 15:00:00,"21,06","0,10","0,19","1485,10"
1371,10.07.2024 17:00:00,"21,24","0,10","0,19","1485,64"
1372,10.07.2024 19:00:00,"21,38","0,10","0,19","1486,08"
1373,10.07.2024 21:00:00,"21,50","0,10","0,19","1486,43"
1374,10.07.2024 23:00:00,"21,71","0,10","0,19","1487,04"
1375,11.07.2024 01:00:00,"22,00","0,08","0,16","1487,90"
1376,11.07.2024 03:00:00,"22,26","0,08","0,16","1488,68"
1377,11.07.2024 05:00:00,"22,38","0,08","0,16","1489,02"
1378,11.07.2024 07:00:00,"22,38","0,08","0,16","1489,02"
1379,11.07.2024 09:00:00,"22,44","0,08","0,16","1489,19"
1380,11.07.2024 11:00:00,"22,55","0,08","0,16","1489,53"
1381,11.07.2024 13:00:00,"22,64","0,08","0,16","1489,79"
1382,11.07.2024 15:00:00,"22,82","0,08","0,16","1490,30"
1383,11.07.2024 17:00:00,"23,08","0,09","0,19","1491,07"
1384,11.07.2024 19:00:00,"23,20","0,07","0,14","1491,38"
1385,11.07.2024 21:00:00,"23,11","0,09","0,19","1491,15"
1386,11.07.2024 23:00:00,"22,99","0,08","0,16","1490,80"
1387,12.07.2024 01:00:00,"22,64","0,08","0,16","1489,79"
1388,12.07.2024 03:00:00,"22,29","0,10","0,19","1488,77"
1389,12.07.2024 05:00:00,"22,00","0,08","0,16","1487,90"
1390,12.07.2024 07:00:00,"21,79","0,10","0,19","1487,30"
1391,12.07.2024 09:00:00,"21,76","0,10","0,19","1487,22"
1392,12.07.2024 11:00:00,"21,82","0,10","0,19","1487,39"
1393,12.07.2024 13:00:00,"22,03","0,10","0,19","1488,00"
1394,12.07.2024 15:00:00,"22,23","0,08","0,16","1488,59"
1395,12.07.2024 17:00:00,"22,64","0,10","0,19","1489,80"
1396,12.07.2024 19:00:00,"22,99","0,09","0,19","1490,81"
1397,12.07.2024 21:00:00,"23,08","0,09","0,19","1491,07"
1398,12.07.2024 23:00:00,"22,99","0,09","0,19","1490,81"
1399,13.07.2024 01:00:00,"22,90","0,08","0,16","1490,55"
1400,13.07.2024 03:00:00,"22,82","0,09","0,19","1490,31"
1401,13.07.2024 05:00:00,"22,70","0,08","0,16","1489,96"
1402,13.07.2024 07:00:00,"22,58","0,10","0,19","1489,63"
1403,13.07.2024 09:00:00,"22,44","0,10","0,19","1489,20"
1404,13.07.2024 11:00:00,"22,35","0,08","0,16","1488,93"
1405,13.07.2024 13:00:00,"22,44","0,08","0,16","1489,19"
1406,13.07.2024 15:00:00,"22,55","0,08","0,16","1489,53"
1407,13.07.2024 17:00:00,"22,67","0,09","0,19","1489,88"
1408,13.07.2024 19:00:00,"23,08","0,09","0,19","1491,07"
1409,13.07.2024 21:00:00,"23,14","0,08","0,16","1491,22"
1410,13.07.2024 23:00:00,"23,02","0,09","0,19","1490,90"
1411,14.07.2024 01:00:00,"22,93","0,09","0,19","1490,65"
1412,14.07.2024 03:00:00,"22,79","0,08","0,16","1490,21"
1413,14.07.2024 05:00:00,"22,64","0,08","0,16","1489,79"
1414,14.07.2024 07:00:00,"22,47","0,08","0,16","1489,28"
1415,14.07.2024 09:00:00,"22,44","0,08","0,16","1489,19"
1416,14.07.2024 11:00:00,"22,44","0,10","0,19","1489,20"
1417,14.07.2024 13:00:00,"22,47","0,08","0,16","1489,28"
1418,14.07.2024 15:00:00,"22,50","0,08","0,16","1489,36"
1419,14.07.2024 17:00:00,"22,58","0,10","0,19","1489,63"
1420,14.07.2024 19:00:00,"22,76","0,08","0,16","1490,13"
1421,14.07.2024 21:00:00,"22,87","0,08","0,16","1490,46"
1422,14.07.2024 23:00:00,"22,90","0,09","0,19","1490,56"
1423,15.07.2024 01:00:00,"22,85","0,09","0,19","1490,39"
1424,15.07.2024 03:00:00,"22,76","0,08","0,16","1490,13"
1425,15.07.2024 05:00:00,"22,67","0,08","0,16","1489,87"
1426,15.07.2024 07:00:00,"22,64","0,08","0,16","1489,79"
1427,15.07.2024 09:00:00,"22,64","0,10","0,19","1489,80"
1428,15.07.2024 11:00:00,"22,64","0,10","0,19","1489,80"
1429,15.07.2024 13:00:00,"22,64","0,10","0,19","1489,80"
1430,15.07.2024 15:00:00,"22,67","0,09","0,19","1489,88"
1431,15.07.2024 17:00:00,"22,96","0,09","0,19","1490,73"
1432,15.07.2024 19:00:00,"23,20","0,08","0,16","1491,39"
1433,15.07.2024 21:00:00,"23,20","0,08","0,16","1491,39"
1434,15.07.2024 23:00:00,"23,17","0,08","0,16","1491,31"
1435,16.07.2024 01:00:00,"23,08","0,09","0,19","1491,07"
1436,16.07.2024 03:00:00,"22,96","0,08","0,16","1490,72"
1437,16.07.2024 05:00:00,"22,87","0,08","0,16","1490,46"
1438,16.07.2024 07:00:00,"22,76","0,08","0,16","1490,13"
1439,16.07.2024 09:00:00,"22,64","0,10","0,19","1489,80"
1440,16.07.2024 11:00:00,"22,76","0,08","0,16","1490,13"
1441,16.07.2024 13:00:00,"22,96","0,09","0,19","1490,73"
1442,16.07.2024 15:00:00,"23,11","0,08","0,16","1491,14"
1443,16.07.2024 17:00:00,"23,11","0,09","0,19","1491,15"
1444,16.07.2024 19:00:00,"23,20","0,08","0,16","1491,39"
1445,16.07.2024 21:00:00,"23,25","0,08","0,16","1491,56"
1446,16.07.2024 23:00:00,"23,23","0,08","0,16","1491,47"
1447,17.07.2024 01:00:00,"23,20","0,08","0,16","1491,39"
1448,17.07.2024 03:00:00,"22,96","0,09","0,19","1490,73"
1449,17.07.2024 05:00:00,"22,99","0,09","0,19","1490,81"
1450,17.07.2024 07:00:00,"23,02","0,09","0,19","1490,90"
1451,17.07.2024 09:00:00,"22,96","0,09","0,19","1490,73"
1452,17.07.2024 11:00:00,"22,93","0,09","0,19","1490,65"
1453,17.07.2024 13:00:00,"22,99","0,08","0,16","1490,80"
1454,17.07.2024 15:00:00,"23,11","0,09","0,19","1491,15"
1455,17.07.2024 17:00:00,"23,37","0,08","0,16","1491,89"
1456,17.07.2024 19:00:00,"23,60","0,08","0,16","1492,55"
1457,17.07.2024 21:00:00,"23,75","0,08","0,16","1492,97"
1458,17.07.2024 23:00:00,"23,72","0,08","0,16","1492,88"
1459,18.07.2024 01:00:00,"23,57","0,08","0,16","1492,47"
1460,18.07.2024 03:00:00,"23,34","0,08","0,16","1491,81"
1461,18.07.2024 05:00:00,"23,08","0,09","0,19","1491,07"
1462,18.07.2024 07:00:00,"22,90","0,09","0,19","1490,56"
1463,18.07.2024 09:00:00,"22,85","0,09","0,19","1490,39"
1464,18.07.2024 11:00:00,"22,93","0,08","0,16","1490,63"
1465,18.07.2024 13:00:00,"23,08","0,09","0,19","1491,07"
1466,18.07.2024 15:00:00,"23,23","0,07","0,14","1491,46"
1467,18.07.2024 17:00:00,"23,40","0,08","0,16","1491,97"
1468,18.07.2024 19:00:00,"23,43","0,07","0,14","1492,04"
1469,18.07.2024 21:00:00,"23,49","0,08","0,16","1492,22"
1470,18.07.2024 23:00:00,"23,46","0,08","0,16","1492,14"
1471,19.07.2024 01:00:00,"23,28","0,08","0,16","1491,64"
1472,19.07.2024 03:00:00,"22,96","0,09","0,19","1490,73"
1473,19.07.2024 05:00:00,"22,58","0,10","0,19","1489,63"
1474,19.07.2024 07:00:00,"22,26","0,10","0,19","1488,69"
1475,19.07.2024 09:00:00,"22,23","0,10","0,19","1488,60"
1476,19.07.2024 11:00:00,"22,32","0,10","0,19","1488,86"
1477,19.07.2024 13:00:00,"22,38","0,10","0,19","1489,03"
1478,19.07.2024 15:00:00,"22,44","0,10","0,19","1489,20"
1479,19.07.2024 17:00:00,"22,55","0,10","0,19","1489,54"
1480,19.07.2024 19:00:00,"22,73","0,08","0,16","1490,04"
1481,19.07.2024 21:00:00,"22,79","0,08","0,16","1490,21"
1482,19.07.2024 23:00:00,"22,73","0,09","0,19","1490,05"
1483,20.07.2024 01:00:00,"22,55","0,10","0,19","1489,54"
1484,20.07.2024 03:00:00,"22,35","0,10","0,19","1488,95"
1485,20.07.2024 05:00:00,"22,17","0,08","0,16","1488,42"
1486,20.07.2024 07:00:00,"21,97","0,08","0,16","1487,81"
1487,20.07.2024 09:00:00,"22,06","0,10","0,19","1488,09"
1488,20.07.2024 11:00:00,"22,14","0,10","0,19","1488,34"
1489,20.07.2024 13:00:00,"22,20","0,10","0,19","1488,52"
1490,20.07.2024 15:00:00,"22,44","0,10","0,19","1489,20"
1491,20.07.2024 17:00:00,"22,70","0,09","0,19","1489,97"
1492,20.07.2024 19:00:00,"22,85","0,09","0,19","1490,39"
1493,20.07.2024 21:00:00,"22,87","0,09","0,19","1490,48"
1494,20.07.2024 23:00:00,"22,73","0,09","0,19","1490,05"
1495,21.07.2024 01:00:00,"22,61","0,08","0,16","1489,70"
1496,21.07.2024 03:00:00,"22,55","0,08","0,16","1489,53"
1497,21.07.2024 05:00:00,"22,50","0,10","0,19","1489,37"
1498,21.07.2024 07:00:00,"22,47","0,10","0,19","1489,29"
1499,21.07.2024 09:00:00,"22,38","0,10","0,19","1489,03"
1500,21.07.2024 11:00:00,"22,35","0,08","0,16","1488,93"
1501,21.07.2024 13:00:00,"22,32","0,10","0,19","1488,86"
1502,21.07.2024 15:00:00,"22,41","0,10","0,19","1489,12"
1503,21.07.2024 17:00:00,"22,32","0,10","0,19","1488,86"
1504,21.07.2024 19:00:00,"22,20","0,10","0,19","1488,52"
1505,21.07.2024 21:00:00,"22,14","0,10","0,19","1488,34"
1506,21.07.2024 23:00:00,"22,12","0,10","0,19","1488,26"
1507,22.07.2024 01:00:00,"22,09","0,10","0,19","1488,17"
1508,22.07.2024 03:00:00,"21,91","0,10","0,19","1487,65"
1509,22.07.2024 05:00:00,"21,68","0,10","0,19","1486,96"
1510,22.07.2024 07:00:00,"21,50","0,10","0,19","1486,43"
1511,22.07.2024 09:00:00,"21,50","0,10","0,19","1486,43"
1512,22.07.2024 11:00:00,"21,56","0,10","0,19","1486,61"
1513,22.07.2024 13:00:00,"21,59","0,10","0,19","1486,69"
1514,22.07.2024 15:00:00,"21,62","0,10","0,19","1486,78"
1515,22.07.2024 17:00:00,"21,65","0,10","0,19","1486,87"
1516,22.07.2024 19:00:00,"21,68","0,10","0,19","1486,96"
1517,22.07.2024 21:00:00,"21,73","0,10","0,19","1487,13"
1518,22.07.2024 23:00:00,"21,62","0,10","0,19","1486,78"
1519,23.07.2024 01:00:00,"21,47","0,10","0,19","1486,34"
1520,23.07.2024 03:00:00,"21,27","0,10","0,19","1485,73"
1521,23.07.2024 05:00:00,"21,06","0,10","0,19","1485,10"
1522,23.07.2024 07:00:00,"20,97","0,11","0,21","1484,85"
1523,23.07.2024 09:00:00,"21,15","0,10","0,19","1485,37"
1524,23.07.2024 11:00:00,"21,44","0,10","0,19","1486,25"
1525,23.07.2024 13:00:00,"21,56","0,10","0,19","1486,61"
1526,23.07.2024 15:00:00,"21,76","0,10","0,19","1487,22"
1527,23.07.2024 17:00:00,"21,82","0,10","0,19","1487,39"
1528,23.07.2024 19:00:00,"21,76","0,10","0,19","1487,22"
1529,23.07.2024 21:00:00,"21,82","0,10","0,19","1487,39"
1530,23.07.2024 23:00:00,"21,94","0,10","0,19","1487,74"
1531,24.07.2024 01:00:00,"21,94","0,10","0,19","1487,74"
1532,24.07.2024 03:00:00,"21,91","0,10","0,19","1487,65"
1533,24.07.2024 05:00:00,"21,85","0,10","0,19","1487,48"
1534,24.07.2024 07:00:00,"21,76","0,10","0,19","1487,22"
1535,24.07.2024 09:00:00,"21,71","0,10","0,19","1487,04"
1536,24.07.2024 11:00:00,"21,68","0,10","0,19","1486,96"
1537,24.07.2024 13:00:00,"21,62","0,10","0,19","1486,78"
1538,24.07.2024 15:00:00,"21,50","0,10","0,19","1486,43"
1539,24.07.2024 17:00:00,"21,44","0,10","0,19","1486,25"
1540,24.07.2024 19:00:00,"21,41","0,10","0,19","1486,17"
1541,24.07.2024 21:00:00,"21,32","0,10","0,19","1485,90"
1542,24.07.2024 23:00:00,"21,38","0,10","0,19","1486,08"
1543,25.07.2024 01:00:00,"21,38","0,10","0,19","1486,08"
1544,25.07.2024 03:00:00,"21,38","0,10","0,19","1486,08"
1545,25.07.2024 05:00:00,"21,35","0,10","0,19","1485,99"
1546,25.07.2024 07:00:00,"21,35","0,10","0,19","1485,99"
1547,25.07.2024 09:00:00,"21,24","0,10","0,19","1485,64"
1548,25.07.2024 11:00:00,"20,97","0,11","0,21","1484,85"
1549,25.07.2024 13:00:00,"20,88","0,11","0,21","1484,58"
1550,25.07.2024 15:00:00,"21,06","0,10","0,19","1485,10"
1551,25.07.2024 17:00:00,"21,21","0,10","0,19","1485,55"
1552,25.07.2024 19:00:00,"21,32","0,10","0,19","1485,90"
1553,25.07.2024 21:00:00,"21,35","0,10","0,19","1485,99"
1554,25.07.2024 23:00:00,"21,41","0,10","0,19","1486,17"
1555,26.07.2024 01:00:00,"21,41","0,10","0,19","1486,17"
1556,26.07.2024 03:00:00,"21,38","0,10","0,19","1486,08"
1557,26.07.2024 05:00:00,"21,35","0,10","0,19","1485,99"
1558,26.07.2024 07:00:00,"21,27","0,10","0,19","1485,73"
